experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
8fe415e0-39d4-4f8a-9a03-e538bb514432,2022-09-01-21-33-01,2022-09-01-21-33-01,True,2022-09-01 21:33:12.336553,,,Pipeline has been started.,experiment.csv,,,2022-09-01 21:33:12.336553
8fe415e0-39d4-4f8a-9a03-e538bb514432,2022-09-01-21-33-01,2022-09-01-21-33-01,False,2022-09-01 21:33:12.336553,2022-09-01 21:34:37.702579,0 days 00:01:25.366026,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2022-09-01 21:34:37.702579
